age;job;marital;education;housing;loan;contact;month;day_of_week;campaign;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;nr.employed;subscribed
33;blue-collar;married;high.school;yes;no;cellular;may;fri;1.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
31;services;divorced;professional.course;yes;no;cellular;nov;tue;1.0;nonexistent;-0.1;93.2;-42.0;5195.8;no
65;retired;married;unknown;unknown;unknown;telephone;oct;mon;3.0;failure;-3.4;92.431;-26.9;5017.5;no
55;admin.;married;professional.course;yes;yes;telephone;nov;tue;2.0;nonexistent;-0.1;93.2;-42.0;5195.8;yes
36;admin.;married;high.school;no;no;telephone;may;mon;3.0;nonexistent;1.1;93.994;-36.4;5191.0;no
23;blue-collar;married;basic.9y;yes;no;telephone;jun;wed;3.0;nonexistent;1.4;94.465;-41.8;5228.1;no
57;admin.;married;university.degree;yes;no;cellular;aug;wed;3.0;nonexistent;1.4;93.444;-36.1;5228.1;no
43;unemployed;married;university.degree;unknown;unknown;telephone;may;tue;2.0;nonexistent;1.1;93.994;-36.4;5191.0;no
30;management;married;university.degree;no;no;cellular;mar;mon;1.0;nonexistent;-1.8;92.843;-50.0;5099.1;yes
39;admin.;married;university.degree;yes;no;cellular;aug;thu;1.0;nonexistent;-2.9;92.201;-31.4;5076.2;no
38;admin.;single;university.degree;yes;no;telephone;may;fri;4.0;nonexistent;1.1;93.994;-36.4;5191.0;no
24;student;single;high.school;yes;no;cellular;aug;fri;1.0;failure;-2.9;92.201;-31.4;5076.2;no
56;blue-collar;married;basic.4y;yes;no;cellular;jul;thu;3.0;nonexistent;1.4;93.918;-42.7;5228.1;no
36;technician;married;high.school;no;no;cellular;apr;mon;1.0;nonexistent;-1.8;93.075;-47.1;5099.1;no
47;admin.;married;university.degree;no;no;cellular;nov;tue;3.0;nonexistent;-0.1;93.2;-42.0;5195.8;no
51;blue-collar;married;basic.4y;yes;no;cellular;jul;thu;2.0;nonexistent;1.4;93.918;-42.7;5228.1;no
29;blue-collar;married;basic.4y;yes;no;cellular;nov;mon;1.0;nonexistent;-0.1;93.2;-42.0;5195.8;no
32;technician;married;university.degree;no;no;cellular;may;tue;2.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
51;technician;married;university.degree;yes;no;cellular;aug;wed;5.0;nonexistent;1.4;93.444;-36.1;5228.1;yes
42;management;divorced;unknown;yes;no;cellular;oct;thu;1.0;nonexistent;-3.4;92.431;-26.9;5017.5;no
31;services;single;professional.course;no;no;telephone;jun;thu;1.0;nonexistent;1.4;94.465;-41.8;5228.1;no
35;self-employed;single;university.degree;no;yes;cellular;nov;wed;1.0;success;-0.1;93.2;-42.0;5195.8;no
41;technician;married;basic.9y;yes;no;telephone;jun;fri;1.0;nonexistent;1.4;94.465;-41.8;5228.1;no
39;admin.;married;high.school;yes;no;cellular;aug;mon;3.0;nonexistent;1.4;93.444;-36.1;5228.1;no
42;admin.;divorced;university.degree;yes;no;cellular;nov;fri;1.0;nonexistent;-0.1;93.2;-42.0;5195.8;no
57;technician;married;high.school;yes;no;cellular;may;mon;1.0;failure;-1.8;92.893;-46.2;5099.1;no
37;entrepreneur;married;university.degree;yes;no;cellular;nov;mon;2.0;failure;-0.1;93.2;-42.0;5195.8;no
38;services;divorced;basic.6y;no;no;telephone;jun;tue;2.0;nonexistent;1.4;94.465;-41.8;5228.1;no
55;housemaid;divorced;unknown;yes;no;telephone;may;tue;3.0;nonexistent;1.1;93.994;-36.4;5191.0;no
59;admin.;married;unknown;yes;yes;cellular;sep;mon;3.0;success;-3.4;92.379;-29.8;5017.5;yes
68;retired;divorced;high.school;yes;no;cellular;oct;mon;4.0;failure;-1.1;94.601;-49.5;4963.6;no
55;retired;married;basic.4y;no;yes;cellular;jul;tue;4.0;nonexistent;1.4;93.918;-42.7;5228.1;no
40;technician;married;professional.course;no;no;cellular;aug;tue;1.0;nonexistent;1.4;93.444;-36.1;5228.1;no
76;retired;married;professional.course;yes;no;cellular;jun;tue;1.0;success;-1.7;94.055;-39.8;4991.6;yes
48;admin.;married;university.degree;no;no;cellular;dec;mon;2.0;nonexistent;-3.0;92.713;-33.0;5023.5;no
35;technician;married;professional.course;no;no;cellular;aug;mon;1.0;nonexistent;1.4;93.444;-36.1;5228.1;no
40;housemaid;married;basic.6y;unknown;unknown;cellular;apr;fri;2.0;nonexistent;-1.8;93.075;-47.1;5099.1;yes
50;retired;married;basic.4y;no;no;cellular;jul;wed;1.0;nonexistent;1.4;93.918;-42.7;5228.1;yes
43;admin.;married;university.degree;no;no;cellular;jul;tue;1.0;nonexistent;1.4;93.918;-42.7;5228.1;no
46;technician;divorced;professional.course;no;no;telephone;jul;tue;4.0;nonexistent;1.4;93.918;-42.7;5228.1;no
57;management;married;basic.9y;yes;no;telephone;jun;mon;4.0;nonexistent;1.4;94.465;-41.8;5228.1;no
39;blue-collar;married;basic.9y;yes;yes;cellular;apr;wed;1.0;failure;-1.8;93.075;-47.1;5099.1;no
46;admin.;single;university.degree;no;no;cellular;may;mon;1.0;failure;-1.8;92.893;-46.2;5099.1;yes
27;admin.;single;university.degree;yes;no;cellular;aug;wed;4.0;failure;-2.9;92.201;-31.4;5076.2;yes
35;services;divorced;high.school;yes;no;telephone;may;mon;1.0;nonexistent;1.1;93.994;-36.4;5191.0;no
54;blue-collar;married;basic.4y;unknown;unknown;cellular;may;mon;3.0;failure;-1.8;92.893;-46.2;5099.1;yes
56;housemaid;divorced;basic.4y;yes;no;cellular;jul;mon;2.0;nonexistent;1.4;93.918;-42.7;5228.1;no
40;blue-collar;married;professional.course;no;no;telephone;jun;fri;2.0;nonexistent;1.4;94.465;-41.8;5228.1;yes
35;blue-collar;single;unknown;yes;no;telephone;may;wed;1.0;nonexistent;1.1;93.994;-36.4;5191.0;no
33;admin.;single;university.degree;no;no;cellular;may;mon;4.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
26;management;single;university.degree;no;no;cellular;jul;tue;2.0;nonexistent;1.4;93.918;-42.7;5228.1;no
32;technician;married;professional.course;yes;no;telephone;nov;tue;1.0;nonexistent;-0.1;93.2;-42.0;5195.8;yes
52;blue-collar;married;unknown;no;no;cellular;jul;fri;1.0;nonexistent;1.4;93.918;-42.7;5228.1;no
54;admin.;married;high.school;yes;no;cellular;aug;wed;2.0;nonexistent;1.4;93.444;-36.1;5228.1;no
31;blue-collar;married;basic.6y;no;no;cellular;may;wed;1.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
57;admin.;single;high.school;yes;no;telephone;jul;thu;6.0;nonexistent;1.4;93.918;-42.7;5228.1;no
24;unknown;single;university.degree;yes;yes;cellular;jun;tue;1.0;failure;-2.9;92.963;-40.8;5076.2;no
27;admin.;single;high.school;no;no;cellular;jun;tue;2.0;nonexistent;-1.7;94.055;-39.8;4991.6;yes
45;unemployed;married;basic.9y;yes;no;cellular;nov;mon;2.0;nonexistent;-0.1;93.2;-42.0;5195.8;no
38;blue-collar;married;basic.6y;yes;no;telephone;jul;thu;2.0;nonexistent;1.4;93.918;-42.7;5228.1;no
49;technician;married;professional.course;yes;no;cellular;aug;thu;1.0;nonexistent;1.4;93.444;-36.1;5228.1;no
37;admin.;married;university.degree;yes;yes;cellular;aug;tue;2.0;nonexistent;1.4;93.444;-36.1;5228.1;no
45;admin.;divorced;high.school;yes;no;cellular;nov;fri;2.0;nonexistent;-0.1;93.2;-42.0;5195.8;yes
63;management;married;basic.4y;yes;no;cellular;nov;tue;4.0;failure;-3.4;92.649;-30.1;5017.5;yes
29;unemployed;divorced;university.degree;yes;no;telephone;nov;tue;3.0;failure;-0.1;93.2;-42.0;5195.8;no
38;technician;single;university.degree;no;no;cellular;apr;fri;5.0;failure;-1.8;93.075;-47.1;5099.1;yes
40;admin.;single;high.school;yes;no;telephone;may;thu;1.0;nonexistent;1.1;93.994;-36.4;5191.0;no
36;self-employed;single;university.degree;no;no;cellular;jul;mon;1.0;nonexistent;1.4;93.918;-42.7;5228.1;no
22;technician;single;professional.course;yes;no;cellular;nov;tue;1.0;nonexistent;-3.4;92.649;-30.1;5017.5;yes
31;admin.;single;university.degree;yes;no;cellular;nov;thu;2.0;nonexistent;-0.1;93.2;-42.0;5195.8;no
59;retired;married;university.degree;no;no;cellular;jul;wed;2.0;nonexistent;1.4;93.918;-42.7;5228.1;no
34;admin.;single;university.degree;yes;no;cellular;nov;wed;1.0;nonexistent;-0.1;93.2;-42.0;5195.8;no
34;blue-collar;married;basic.4y;yes;yes;cellular;jul;thu;3.0;nonexistent;1.4;93.918;-42.7;5228.1;no
39;services;married;high.school;yes;no;cellular;may;thu;2.0;success;-1.8;93.876;-40.0;5008.7;yes
39;retired;divorced;basic.4y;yes;no;cellular;may;tue;1.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
31;blue-collar;single;high.school;yes;yes;cellular;jul;wed;1.0;nonexistent;1.4;93.918;-42.7;5228.1;yes
70;technician;married;unknown;no;no;cellular;aug;thu;1.0;nonexistent;-1.7;94.027;-38.3;4991.6;yes
32;admin.;married;university.degree;yes;no;cellular;aug;tue;4.0;nonexistent;1.4;93.444;-36.1;5228.1;no
35;blue-collar;single;basic.9y;yes;no;cellular;may;mon;2.0;success;-1.8;92.893;-46.2;5099.1;yes
33;technician;single;high.school;no;no;cellular;apr;fri;1.0;nonexistent;-1.8;93.075;-47.1;5099.1;yes
42;technician;single;high.school;no;no;telephone;may;thu;1.0;nonexistent;1.1;93.994;-36.4;5191.0;no
38;blue-collar;married;high.school;yes;no;cellular;may;wed;2.0;success;-1.8;92.893;-46.2;5099.1;yes
29;services;divorced;high.school;no;no;cellular;may;mon;2.0;failure;-1.8;92.893;-46.2;5099.1;no
41;blue-collar;single;basic.9y;yes;no;cellular;may;wed;1.0;nonexistent;-1.8;92.893;-46.2;5099.1;yes
26;admin.;single;high.school;no;no;telephone;apr;mon;2.0;nonexistent;-1.8;93.075;-47.1;5099.1;yes
26;admin.;single;high.school;no;yes;cellular;jul;fri;2.0;nonexistent;1.4;93.918;-42.7;5228.1;no
38;technician;single;university.degree;no;no;telephone;may;tue;1.0;nonexistent;1.1;93.994;-36.4;5191.0;yes
75;retired;married;unknown;no;no;cellular;sep;tue;1.0;failure;-3.4;92.379;-29.8;5017.5;yes
40;services;single;high.school;no;no;cellular;apr;mon;2.0;nonexistent;-1.8;93.075;-47.1;5099.1;yes
47;admin.;married;high.school;no;no;cellular;nov;thu;3.0;nonexistent;-0.1;93.2;-42.0;5195.8;no
36;services;single;unknown;yes;no;telephone;may;wed;1.0;nonexistent;1.1;93.994;-36.4;5191.0;no
44;admin.;married;university.degree;yes;no;telephone;oct;wed;1.0;nonexistent;-3.4;92.431;-26.9;5017.5;yes
74;retired;married;unknown;yes;yes;cellular;oct;wed;1.0;nonexistent;-3.4;92.431;-26.9;5017.5;yes
35;blue-collar;married;basic.9y;no;no;cellular;jul;wed;6.0;nonexistent;1.4;93.918;-42.7;5228.1;no
59;admin.;married;high.school;yes;no;telephone;may;thu;4.0;nonexistent;1.1;93.994;-36.4;5191.0;no
22;blue-collar;single;basic.9y;yes;no;telephone;may;tue;1.0;nonexistent;1.1;93.994;-36.4;5191.0;no
33;blue-collar;married;basic.9y;yes;yes;telephone;may;wed;2.0;nonexistent;1.1;93.994;-36.4;5191.0;no
46;blue-collar;married;basic.4y;no;no;cellular;may;fri;1.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
41;services;single;high.school;no;no;telephone;jun;mon;3.0;nonexistent;1.4;94.465;-41.8;5228.1;no
24;admin.;married;basic.9y;yes;no;telephone;may;mon;2.0;nonexistent;1.1;93.994;-36.4;5191.0;yes
52;admin.;married;high.school;unknown;unknown;telephone;may;wed;1.0;nonexistent;1.1;93.994;-36.4;5191.0;no
31;services;divorced;high.school;no;no;cellular;may;thu;1.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
40;technician;married;university.degree;yes;yes;cellular;may;fri;2.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
28;admin.;single;high.school;no;no;telephone;mar;fri;2.0;nonexistent;-1.8;92.843;-50.0;5099.1;yes
47;blue-collar;married;high.school;no;no;cellular;apr;thu;2.0;nonexistent;-1.8;93.075;-47.1;5099.1;yes
55;retired;married;basic.6y;yes;no;telephone;jul;tue;3.0;nonexistent;1.4;93.918;-42.7;5228.1;no
33;admin.;single;university.degree;no;no;cellular;aug;wed;4.0;nonexistent;1.4;93.444;-36.1;5228.1;no
40;technician;married;university.degree;yes;no;cellular;nov;fri;3.0;failure;-0.1;93.2;-42.0;5195.8;no
29;management;single;university.degree;yes;no;telephone;jun;wed;3.0;nonexistent;1.4;94.465;-41.8;5228.1;no
47;services;divorced;high.school;yes;no;telephone;may;thu;1.0;nonexistent;1.1;93.994;-36.4;5191.0;no
31;admin.;married;high.school;no;no;cellular;jul;thu;1.0;nonexistent;1.4;93.918;-42.7;5228.1;no
31;blue-collar;married;basic.6y;yes;no;cellular;nov;fri;3.0;nonexistent;-3.4;92.649;-30.1;5017.5;no
42;blue-collar;single;basic.6y;yes;yes;cellular;jul;tue;1.0;nonexistent;1.4;93.918;-42.7;5228.1;no
47;management;married;basic.4y;no;no;telephone;may;fri;1.0;nonexistent;1.1;93.994;-36.4;5191.0;no
56;admin.;married;high.school;no;no;telephone;may;tue;1.0;nonexistent;1.1;93.994;-36.4;5191.0;no
40;admin.;single;basic.9y;yes;no;cellular;jul;mon;1.0;nonexistent;1.4;93.918;-42.7;5228.1;no
26;technician;single;basic.9y;yes;no;cellular;sep;thu;1.0;failure;-1.1;94.199;-37.5;4963.6;yes
70;retired;married;basic.4y;yes;no;cellular;aug;fri;2.0;nonexistent;-2.9;92.201;-31.4;5076.2;yes
26;unemployed;single;university.degree;yes;no;telephone;apr;tue;3.0;nonexistent;-1.8;93.075;-47.1;5099.1;yes
40;blue-collar;divorced;basic.9y;yes;no;cellular;nov;fri;1.0;nonexistent;-0.1;93.2;-42.0;5195.8;yes
30;admin.;married;university.degree;yes;no;cellular;apr;thu;1.0;failure;-1.8;93.075;-47.1;5099.1;yes
32;self-employed;single;university.degree;yes;no;cellular;aug;fri;5.0;nonexistent;1.4;93.444;-36.1;5228.1;no
40;admin.;married;university.degree;no;no;cellular;nov;mon;1.0;nonexistent;-0.1;93.2;-42.0;5195.8;yes
59;admin.;married;university.degree;yes;no;cellular;may;fri;2.0;failure;-1.8;92.893;-46.2;5099.1;no
65;management;married;university.degree;no;no;telephone;may;mon;3.0;success;-1.8;92.893;-46.2;5099.1;yes
43;admin.;married;high.school;no;yes;cellular;jul;mon;3.0;nonexistent;1.4;93.918;-42.7;5228.1;yes
39;admin.;single;university.degree;yes;no;cellular;jul;wed;1.0;nonexistent;1.4;93.918;-42.7;5228.1;no
29;admin.;married;university.degree;yes;yes;cellular;apr;wed;1.0;nonexistent;-1.8;93.075;-47.1;5099.1;yes
81;retired;divorced;unknown;yes;yes;cellular;may;fri;1.0;nonexistent;-1.8;92.893;-46.2;5099.1;yes
30;management;married;university.degree;no;no;cellular;oct;wed;1.0;nonexistent;-1.1;94.601;-49.5;4963.6;yes
37;technician;married;professional.course;no;no;cellular;jun;mon;1.0;nonexistent;-2.9;92.963;-40.8;5076.2;yes
34;services;married;high.school;no;no;telephone;may;thu;2.0;nonexistent;1.1;93.994;-36.4;5191.0;yes
48;admin.;married;university.degree;yes;no;cellular;nov;mon;1.0;success;-1.1;94.767;-50.8;4963.6;yes
25;services;single;high.school;no;yes;telephone;jul;thu;2.0;success;-1.7;94.215;-40.3;4991.6;yes
25;student;single;high.school;yes;no;cellular;may;mon;2.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
50;self-employed;married;basic.4y;yes;no;telephone;jun;fri;1.0;nonexistent;1.4;94.465;-41.8;5228.1;no
29;blue-collar;single;high.school;no;yes;telephone;may;mon;1.0;nonexistent;1.1;93.994;-36.4;5191.0;no
56;admin.;married;university.degree;yes;no;cellular;aug;wed;6.0;nonexistent;1.4;93.444;-36.1;5228.1;no
37;admin.;married;university.degree;no;yes;cellular;aug;mon;3.0;nonexistent;1.4;93.444;-36.1;5228.1;no
31;technician;married;professional.course;no;no;telephone;jun;wed;2.0;nonexistent;1.4;94.465;-41.8;5228.1;yes
54;blue-collar;married;basic.9y;no;no;telephone;may;wed;2.0;nonexistent;1.1;93.994;-36.4;5191.0;yes
39;admin.;divorced;professional.course;no;no;cellular;mar;thu;4.0;failure;-1.8;93.369;-34.8;5008.7;yes
47;blue-collar;divorced;basic.9y;yes;no;cellular;jul;tue;1.0;nonexistent;1.4;93.918;-42.7;5228.1;no
47;technician;married;professional.course;unknown;unknown;telephone;may;mon;1.0;nonexistent;1.1;93.994;-36.4;5191.0;no
48;management;married;university.degree;yes;yes;cellular;nov;tue;2.0;nonexistent;-3.4;92.649;-30.1;5017.5;yes
54;admin.;married;university.degree;yes;no;cellular;aug;fri;2.0;success;-2.9;92.201;-31.4;5076.2;yes
80;retired;divorced;high.school;yes;no;cellular;oct;thu;1.0;nonexistent;-3.4;92.431;-26.9;5017.5;yes
57;technician;single;high.school;yes;no;cellular;aug;mon;2.0;nonexistent;1.4;93.444;-36.1;5228.1;no
29;blue-collar;married;basic.9y;no;yes;cellular;may;wed;1.0;nonexistent;-1.8;92.893;-46.2;5099.1;yes
49;technician;divorced;professional.course;yes;no;cellular;oct;fri;2.0;success;-1.1;94.601;-49.5;4963.6;yes
53;technician;married;professional.course;yes;no;telephone;may;mon;1.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
50;blue-collar;married;basic.4y;unknown;unknown;telephone;may;tue;1.0;nonexistent;1.1;93.994;-36.4;5191.0;no
30;technician;divorced;university.degree;no;no;cellular;aug;mon;3.0;nonexistent;1.4;93.444;-36.1;5228.1;yes
36;technician;divorced;professional.course;yes;yes;cellular;jul;mon;4.0;nonexistent;1.4;93.918;-42.7;5228.1;no
32;blue-collar;married;basic.4y;yes;no;cellular;jul;mon;4.0;nonexistent;1.4;93.918;-42.7;5228.1;no
21;student;single;high.school;yes;no;cellular;jun;mon;2.0;nonexistent;-2.9;92.963;-40.8;5076.2;yes
44;admin.;married;university.degree;yes;no;cellular;sep;thu;1.0;success;-3.4;92.379;-29.8;5017.5;no
29;self-employed;married;high.school;no;no;telephone;may;mon;4.0;nonexistent;1.1;93.994;-36.4;5191.0;no
35;admin.;single;university.degree;yes;no;cellular;aug;thu;1.0;nonexistent;-2.9;92.201;-31.4;5076.2;no
38;admin.;single;university.degree;no;yes;telephone;jun;wed;1.0;nonexistent;1.4;94.465;-41.8;5228.1;yes
32;admin.;married;professional.course;no;no;cellular;may;mon;2.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
81;retired;married;basic.4y;yes;no;cellular;oct;wed;1.0;failure;-1.1;94.601;-49.5;4963.6;yes
43;admin.;married;professional.course;yes;no;cellular;jul;thu;2.0;nonexistent;1.4;93.918;-42.7;5228.1;no
37;admin.;single;university.degree;no;no;cellular;sep;thu;1.0;success;-1.1;94.199;-37.5;4963.6;yes
36;admin.;single;high.school;yes;no;cellular;may;tue;1.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
59;admin.;divorced;basic.4y;yes;no;cellular;may;wed;1.0;nonexistent;-1.8;93.876;-40.0;5008.7;yes
36;technician;married;university.degree;no;yes;cellular;aug;wed;2.0;nonexistent;1.4;93.444;-36.1;5228.1;no
48;blue-collar;married;basic.6y;yes;no;telephone;jun;tue;1.0;nonexistent;1.4;94.465;-41.8;5228.1;no
22;student;single;high.school;yes;no;cellular;may;tue;1.0;nonexistent;-1.8;93.876;-40.0;5008.7;yes
46;management;married;university.degree;yes;yes;cellular;nov;thu;2.0;nonexistent;-0.1;93.2;-42.0;5195.8;no
36;management;married;university.degree;yes;no;cellular;may;mon;1.0;failure;-1.8;92.893;-46.2;5099.1;yes
31;services;single;high.school;no;no;telephone;jun;wed;2.0;nonexistent;1.4;94.465;-41.8;5228.1;no
34;admin.;single;university.degree;no;no;telephone;jun;wed;1.0;nonexistent;1.4;94.465;-41.8;5228.1;no
59;housemaid;married;basic.4y;yes;no;cellular;oct;tue;2.0;success;-3.4;92.431;-26.9;5017.5;yes
49;services;married;high.school;yes;no;cellular;jul;wed;2.0;nonexistent;1.4;93.918;-42.7;5228.1;no
50;housemaid;married;basic.4y;no;no;telephone;may;tue;2.0;nonexistent;1.1;93.994;-36.4;5191.0;no
36;unknown;single;unknown;no;no;cellular;jul;fri;2.0;nonexistent;1.4;93.918;-42.7;5228.1;no
23;management;single;university.degree;yes;no;cellular;apr;mon;1.0;nonexistent;-1.8;93.075;-47.1;5099.1;yes
52;entrepreneur;married;university.degree;yes;yes;telephone;nov;wed;3.0;nonexistent;-0.1;93.2;-42.0;5195.8;no
31;admin.;married;university.degree;yes;no;cellular;may;tue;1.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
45;blue-collar;married;basic.9y;no;no;telephone;jun;fri;3.0;nonexistent;1.4;94.465;-41.8;5228.1;yes
36;technician;divorced;professional.course;no;no;cellular;jul;mon;3.0;nonexistent;1.4;93.918;-42.7;5228.1;no
41;unemployed;married;basic.9y;yes;yes;telephone;may;mon;4.0;nonexistent;1.1;93.994;-36.4;5191.0;yes
30;technician;married;professional.course;yes;no;cellular;may;fri;4.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
38;services;single;high.school;yes;no;cellular;jul;tue;3.0;nonexistent;1.4;93.918;-42.7;5228.1;no
29;admin.;single;basic.9y;no;no;telephone;jun;mon;2.0;nonexistent;1.4;94.465;-41.8;5228.1;no
36;technician;single;basic.9y;yes;no;telephone;jun;wed;2.0;nonexistent;1.4;94.465;-41.8;5228.1;no
33;admin.;married;university.degree;yes;no;cellular;may;thu;1.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
46;admin.;married;unknown;no;no;telephone;may;mon;1.0;nonexistent;1.1;93.994;-36.4;5191.0;no
31;admin.;married;university.degree;no;no;cellular;nov;thu;1.0;nonexistent;-0.1;93.2;-42.0;5195.8;no
46;blue-collar;married;unknown;yes;no;cellular;jul;tue;1.0;nonexistent;1.4;93.918;-42.7;5228.1;no
37;technician;single;university.degree;no;no;cellular;may;tue;2.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
36;blue-collar;married;basic.4y;yes;no;telephone;may;fri;1.0;nonexistent;1.1;93.994;-36.4;5191.0;no
55;retired;divorced;basic.6y;no;no;telephone;jun;mon;2.0;nonexistent;1.4;94.465;-41.8;5228.1;no
31;management;single;university.degree;yes;no;cellular;may;thu;4.0;failure;-1.8;92.893;-46.2;5099.1;no
34;management;married;university.degree;yes;no;cellular;apr;fri;1.0;nonexistent;-1.8;93.075;-47.1;5099.1;no
26;technician;married;professional.course;yes;no;cellular;jul;thu;1.0;nonexistent;1.4;93.918;-42.7;5228.1;yes
55;admin.;divorced;university.degree;yes;no;cellular;apr;wed;1.0;nonexistent;-1.8;93.075;-47.1;5099.1;yes
49;technician;married;professional.course;no;no;cellular;aug;mon;1.0;nonexistent;1.4;93.444;-36.1;5228.1;no
38;technician;single;professional.course;yes;no;telephone;may;fri;3.0;nonexistent;1.1;93.994;-36.4;5191.0;no
33;admin.;single;university.degree;yes;yes;cellular;nov;thu;4.0;failure;-0.1;93.2;-42.0;5195.8;no
36;management;married;university.degree;yes;yes;telephone;jun;mon;1.0;nonexistent;1.4;94.465;-41.8;5228.1;no
37;blue-collar;divorced;basic.9y;yes;no;cellular;may;wed;2.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
44;blue-collar;married;unknown;no;no;cellular;jul;mon;2.0;nonexistent;1.4;93.918;-42.7;5228.1;no
